# Global Fire Emissions Database version 4.1 including small fire burned area (GFED4s)  
# Estimates for 2017 onwards based on relations between active fires and emissions  

# NOTE THAT AQUA HAD ISSUES IN THE SECOND HALF OF AUGUST 2020; FOR THAT PERIOD THESE ESTIMATES ARE CONSERVATIVE  

# C3H6O emissions estimates in 1E9 g C3H6O for the globe, different regions, and different fire types 

All fire types combined: 

                                                                               Year                                                                 (Beta) (Beta) (Beta) (Beta) (Beta)  '97-'20  
Region   1997   1998   1999   2000   2001   2002   2003   2004   2005   2006   2007   2008   2009   2010   2011   2012   2013   2014   2015   2016   2017   2018   2019   2020   2021 |    Mean 
BONA       39    141     58     31     17    136     85    159    110     78     60     48     63    114     77     80    160    183    210     60    258    127    137     16    414 |     103 
TENA        8     10     17     15      8     14     13      9     10     15     23     17     10     12     14     20     13     15     26     15     34     34      8     81     72 |      19 
CEAM       15    158     17     41     11     15     56     10     40     21     24     20     25     12     34     10     32      9     17     20     25     16     29     25     18 |      29 
NHSA       21     31     14     19     22     10     44     16     12      9     25     12     13     19      5      9     10     17     17     38     10     21     36     25      7 |      19 
SHSA      231    350    309    145    104    222    189    308    403    174    473    141     70    495    112    220     99    157    223    206    213    108    228    295    229 |     229 
EURO        5      6      4     14      9      3      6      5      5      5      6      6      4      3      5      8      3      3      2      3      8      3      5      3      6 |       6 
MIDE        0      1      1      1      1      0      1      1      1      1      1      0      1      1      1      1      1      1      1      1      1      0      1      1      2 |       1 
NHAF      199    291    219    247    195    206    178    168    215    171    188    180    157    146    171    150    156    149    163    199    157    160    128    157    140 |     182 
SHAF      223    261    220    214    311    263    267    273    287    271    240    270    267    291    271    245    277    250    257    259    251    248    256    229    254 |     259 
BOAS      133    425    146    163    148    245    424     57     93    182     82    257     94    122    151    330    129    188    154    229    169    279    362    316    612 |     204 
TEAS       77     70     46     42     48     59     49     54     48     57     62     72     65     43     35     41     30     52     62     29     45     29     33     32     24 |      50 
