# Global Fire Emissions Database version 4.1 including small fire burned area (GFED4s)  
# Estimates for 2017 onwards based on relations between active fires and emissions  

# NOTE THAT AQUA HAD ISSUES IN THE SECOND HALF OF AUGUST 2020; FOR THAT PERIOD THESE ESTIMATES ARE CONSERVATIVE  

# C7H8 emissions estimates in 1E9 g C7H8 for the globe, different regions, and different fire types 

All fire types combined: 

                                                                               Year                                                                 (Beta) (Beta) (Beta) (Beta) (Beta)  '97-'20  
Region   1997   1998   1999   2000   2001   2002   2003   2004   2005   2006   2007   2008   2009   2010   2011   2012   2013   2014   2015   2016   2017   2018   2019   2020   2021 |    Mean 
BONA       24     94     39     20     11     94     61    107     76     53     41     33     42     77     53     57    112    130    147     42    166     81     87     10    274 |      70 
TENA        3      3      6      6      3      5      5      3      4      5      9      6      4      5      5      7      5      5     10      6     13     13      3     30     26 |       7 
CEAM        6     67      7     17      4      6     23      4     17      9     10      8     10      5     14      4     13      4      7      8     10      7     12     11      7 |      12 
NHSA        9     13      6      8     10      4     19      7      5      4     11      5      6      8      2      4      4      7      7     16      4      9     15     11      3 |       9 
SHSA      100    150    132     62     46     96     81    131    171     74    201     60     30    210     48     95     43     67     95     88     91     46     98    126     99 |      98 
EURO        2      2      2      6      3      1      2      2      2      2      2      2      1      1      2      3      1      1      1      1      3      1      2      1      2 |       2 
MIDE        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1 |       1 
NHAF       95    136    104    116     92     98     85     80    102     81     89     86     75     69     81     71     75     71     77     93     74     76     61     74     66 |      86 
SHAF      109    127    108    104    148    125    128    130    137    129    116    129    128    139    130    118    132    120    122    123    120    118    122    110    121 |     124 
BOAS       80    268     90    103     94    155    272     34     57    109     50    159     58     74     94    214     84    116     96    149    107    180    233    204    396 |     129 
TEAS       37     33     20     20     21     29     25     24     21     27     30     33     30     18     15     20     13     22     29     12     21     12     14     14     10 |      23 
SEAS       23     55     43     30     17     21     23     53     37     28     54     20     37     49     26     37     39     47     38     37     24     26     35     36     34 |      35 
EQAS     1713     70     77     21     47    341     82    201    124    573     18     15    322      8    117    116     81    329    641     22     13     82    372     10      9 |     225 
AUST       21     19     35     23     34     33     31     22     13     28     20     12     22      7     29     30     17     21     18     12     19     24     71     24     11 |      25 
Global   2229   1044    676    542    537   1016    846    806    771   1129    658    577    773    679    624    783    625    948   1294    618    672    681   1133    666   1066 |     848 


Savanna, grassland, and shrubland fires: 

BONA        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
TENA        0      0      1      1      0      1      0      0      1      1      1      1      0      0      1      1      0      0      1      1      1      2      0      3      2 |       1 
CEAM        1     10      2      4      1      1      4      1      4      2      2      2      2      1      3      1      2      1      1      2      2      1      3      2      2 |       3 
NHSA        4      5      3      4      4      3      5      4      3      2      4      3      3      3      1      2      2      4      3      4      2      4      5      5      2 |       4 
SHSA       32     34     33     14     21     30     22     27     29     16     37     16     10     37     13     25     12     15     19     18     22     11     25     30     29 |      23 
EURO        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
MIDE        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
NHAF       72     89     76     78     69     72     67     61     73     57     63     66     58     52     59     54     57     54     54     64     55     56     44     54     49 |      63 
SHAF       97    113     97     90    115     94    102    100    105     99     97    102    102    110    107     98    104     96     95     94     95     93     97     86     96 |     100 
BOAS        0      0      0      0      0      0      0      0      0      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
TEAS        4      3      2      2      2      5      3      3      3      3      2      2      2      3      2      2      1      3      3      1      4      1      3      1      1 |       3 
SEAS        8     16     11      9      7      7      9     15     12      9     13      7     10     11      6      9      7     10      9      8      6      6      9     10      8 |      10 
EQAS       16      4      2      0      1      5      2      4      1      4      1      1      2      1      1      1      1      2      4      1      0      1      3      0      0 |       3 
AUST       13     13     28     18     26     21     11     19     10     16     15     10     15      6     25     25      9     16     13      9     15     18     20      8      9 |      16 
Global    253    293    258    226    250    244    230    239    245    215    241    216    208    229    223    223    201    205    207    206    208    200    212    205    204 |     227 


Boreal forest fires: 

BONA       19     76     31     16      7     76     44     95     62     43     34     27     35     63     44     42     90     98    117     31    152     72     71      9    232 |      57 
TENA        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
CEAM        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
NHSA        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
