# Global Fire Emissions Database version 4.1 including small fire burned area (GFED4s)  
# Estimates for 2017 onwards based on relations between active fires and emissions  
# C6H6 emissions estimates in 1E9 g C6H6 for the globe, different regions, and different fire types 

All fire types combined: 

                                                                               Year                                                                 (Beta) (Beta)  '97-'18  
Region   1997   1998   1999   2000   2001   2002   2003   2004   2005   2006   2007   2008   2009   2010   2011   2012   2013   2014   2015   2016   2017   2018 |    Mean 
BONA       54    210     88     45     23    213    136    245    171    120     94     75     95    173    119    127    254    292    331     94    186     99 |     148 
TENA        4      5      9      9      4      8      7      5      6      8     13      9      6      6      8     11      7      8     14      8     14     12 |       9 
CEAM       10    105     12     29      7     10     38      6     28     14     16     14     16      8     24      7     21      7     11     14     16     12 |      20 
NHSA       17     25     12     17     18     10     33     15     11      8     21     11     12     15      5      8      9     15     14     28      9     16 |      15 
SHSA      180    255    228    105     89    173    142    222    284    125    337    105     53    351     83    165     74    114    160    148    157     90 |     166 
EURO        3      3      2      6      3      1      3      2      3      2      3      2      1      1      2      4      1      1      1      2      3      1 |       3 
MIDE        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       1 
NHAF      205    283    223    243    200    210    190    174    215    170    188    186    164    149    174    154    163    155    162    197    165    167 |     189 
SHAF      255    299    254    242    330    276    290    290    305    287    267    292    291    314    299    271    298    273    275    276    279    274 |     284 
BOAS      172    598    196    228    207    348    610     69    123    231    106    344    125    154    209    484    191    255    212    338    162    310 |     258 
TEAS       64     55     31     35     27     50     46     37     27     44     49     47     46     27     23     35     16     29     43     16     30     19 |      37 
SEAS       40     95     74     52     32     38     43     92     64     50     92     36     62     83     43     62     63     77     62     60     42     46 |      60 
EQAS     3388    122    144     36     93    665    161    388    245   1135     33     27    641     15    232    230    158    649   1272     42     31    132 |     448 
AUST       45     41     80     52     76     69     56     52     29     58     45     29     48     17     68     70     34     48     41     28     41     50 |      49 
Global   4444   2105   1361   1105   1118   2079   1762   1601   1516   2259   1271   1187   1567   1321   1296   1635   1298   1927   2605   1257   1142   1233 |    1686 


Savanna, grassland, and shrubland fires: 

BONA        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
TENA        1      2      2      3      1      2      2      1      2      3      3      2      2      1      3      3      1      1      3      2      2      4 |       3 
CEAM        4     26      5     12      3      4     10      2     10      5      5      5      5      4      8      4      6      3      4      5      6      4 |       7 
NHSA       10     13      8     11     10      7     13     10      7      7     11      7      8      8      4      5      6     10      8     11      6     10 |       9 
SHSA       82     85     82     35     53     76     55     68     72     40     94     42     25     94     33     63     32     39     48     47     55     33 |      57 
EURO        0      1      0      2      0      0      1      0      1      0      1      0      0      0      0      1      0      0      0      0      1      0 |       1 
MIDE        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
NHAF      181    224    190    196    173    181    169    153    183    144    159    166    145    130    149    135    144    135    135    160    142    145 |     161 
SHAF      243    284    243    226    288    236    256    251    264    247    243    256    257    275    267    245    260    240    239    237    248    243 |     253 
BOAS        1      1      0      0      0      0      1      1      0      2      0      2      1      0      0      0      0      0      0      0      0      0 |       1 
TEAS       10      9      5      5      6     13      7      9      9      9      7      6      5      9      5      6      3      7      8      4      8      4 |       7 
SEAS       21     40     29     24     18     19     23     37     30     23     34     19     25     28     16     23     18     25     23     20     18     19 |      25 
EQAS       41     10      5      2      3     13      5     10      3     11      4      3      6      3      4      3      3      6     12      2      2      3 |       7 
AUST       34     32     70     45     66     53     27     48     25     41     38     26     37     15     64     64     24     40     34     23     36     44 |      41 
Global    633    733    647    567    626    610    575    597    612    539    604    540    521    573    559    558    503    513    518    516    530    513 |     573 


Boreal forest fires: 

BONA       44    177     72     37     17    177    102    219    144    101     79     63     82    146    102     98    208    228    272     73    159     86 |     123 
TENA        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
CEAM        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
NHSA        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
SHSA        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
EURO        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
MIDE        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
NHAF        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
SHAF        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
BOAS      157    566    181    209    185    328    568     57    108    207     95    315    109    123    197    454    176    237    201    312    152    292 |     238 
TEAS       35     28     12     19      6     26     29     11      4     21     28     21     24      4      7     20      2      5     19      3     10      6 |      16 
SEAS        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
EQAS        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
AUST        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
Global    237    772    266    267    209    531    699    289    256    331    203    403    215    275    307    572    387    471    493    389    323    385 |     377 


Temperate forest fires: 

BONA        3      3      1      0      1      1      1      0      0      1      0      0      1      2      0      0      0      2      1      1      3      3 |       2 
TENA        2      2      6      5      2      5      4      2      2      4      8      5      2      2      4      7      4      5      9      4      9      6 |       5 
CEAM        0      1      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
NHSA        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
SHSA        4      3      4      3      2      3      3      3      2      2      2      2      2      2      2      2      2      2      2      2      2      1 |       3 
EURO        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      1      0 |       1 
MIDE        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
NHAF        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
SHAF        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
BOAS        2      2      2      0      1      2      0      1      0      4      0      1      1      6      0      0      0      1      0      0      0      1 |       2 
TEAS        6      7      6      3      3      2      2      4      3      3      3      5      6      5      4      2      3      4      4      2      2      2 |       4 
SEAS        3      4      8      5      3      1      4      4      4      4      3      3      6      5      2      5      4      6      3      4      2      3 |       4 
