# Global Fire Emissions Database version 4.1 including small fire burned area (GFED4s)  
# Estimates for 2017 onwards based on relations between active fires and emissions  
# Estimates for 2018 for January - September 21, will be updated with ~1 month latency  
# C5H8 emissions estimates in 1E9 g C5H8 for the globe, different regions, and different fire types 

All fire types combined: 

                                                                               Year                                                                 (Beta) (Beta)  '97-'17  
Region   1997   1998   1999   2000   2001   2002   2003   2004   2005   2006   2007   2008   2009   2010   2011   2012   2013   2014   2015   2016   2017   2018 |    Mean 
BONA       10     40     17     10      5     40     28     41     31     22     17     13     17     31     21     26     48     59     62     19     33     16 |      29 
TENA        3      3      5      4      3      3      4      4      4      5      7      5      4      7      5      5      4      4      8      5      7      4 |       5 
CEAM        5     44      6     14      4      5     16      5     13      8      8      7      8      5     11      4     10      4      6      7      8      5 |      10 
NHSA        6      8      4      5      6      3     10      4      3      3      7      3      4      5      1      2      3      5      4      9      3      4 |       5 
SHSA       57     82     73     35     26     53     45     71     90     42    106     35     20    110     28     53     26     38     52     49     49     13 |      55 
EURO        3      3      3     10      6      2      3      4      3      3      4      4      2      2      3      5      2      2      1      2      3      0 |       4 
MIDE        0      1      0      0      0      0      0      0      0      0      1      0      1      1      1      0      1      0      1      1      1      0 |       1 
NHAF       67     88     69     76     62     66     54     55     73     59     63     60     52     50     55     50     51     47     53     62     52     30 |      61 
SHAF       64     75     63     60     89     75     73     77     81     75     65     72     71     78     73     67     74     67     69     69     70     50 |      72 
BOAS       40    110     41     46     44     61    112     21     31     57     26     77     30     43     40     82     32     53     41     59     30     51 |      52 
TEAS       33     30     21     19     29     29     20     26     29     29     30     40     32     20     18     19     17     31     34     17     24     13 |      27 
SEAS       16     34     28     20     10     13     15     32     26     19     32     13     26     30     18     24     26     30     26     26     17     15 |      23 
EQAS     1433     47     58     14     40    279     67    161    104    480     14     12    272      6     98     97     66    273    536     17     12     24 |     195 
AUST       11     10     19     12     18     17     16     12      7     15     10      6     12      4     15     15      9     11     10      7     10      6 |      12 
Global   1755    582    413    331    350    654    472    520    501    823    396    357    557    399    395    457    376    631    911    355    325    239 |     551 


Savanna, grassland, and shrubland fires: 

BONA        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
TENA        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
CEAM        0      5      1      2      0      0      2      0      1      1      1      1      1      0      1      0      1      0      0      0      1      0 |       1 
NHSA        2      2      1      2      2      1      2      2      1      1      2      1      1      1      0      1      1      1      1      2      1      1 |       2 
SHSA       16     16     16      6     10     14     10     13     14      7     18      8      4     18      6     12      6      7      9      9     10      3 |      11 
EURO        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
MIDE        0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0 |       0 
NHAF       35     43     37     38     33     35     33     29     35     28     31     32     28     25     29     26     28     26     26     31     27     15 |      32 
